event_id_cnty,day,month,year,event_date,fatalities,disorder_type,event_type,sub_event_type,actor1,inter1,actor2,inter2,interaction,civilian_targeting,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,time_precision
NIR15292,8,January,2023,08-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Arlit,Arlit,Arlit,18.74,7.39,2,Undisclosed Source,Local partner-Other,"Looting: On 8 January 2023, an unidentified armed group intercepted a vehicle and seized cell and satellite phones, cash, and clothing from the occupants south of Arlit (Arlit, Agadez).",1
NIR15289,8,January,2023,08-01-2023,4,Political violence,Battles,Armed clash,Islamic State (Sahel),2,Military Forces of Niger (2021-2023),1,12,,Western Africa,Niger,Tillaberi,Ouallam,Tondikiwindi,Taroum,14.6744,2.2729,2,Forces Armees Nigeriennes; Undisclosed Source,Local partner-Other,"On 8 January 2023, presumed IS Sahel militants attacked soldiers in the area of Taroum (Ouallam, Tillaberi). Four militants were killed and three arrested, two soldiers wounded, and two motorcycles and two AK rifles seized by the soldiers.",1
NIR15298,8,January,2023,08-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Nigeria),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Gabi,Karamini,13.0226,7.0524,1,Undisclosed Source,Local partner-Other,"Looting: On 8 January 2023, overnight an unidentified armed group coming from Nigeria looted a shop, seized livestock and three motorcycles in the village of Karamini (Madarounfa, Maradi).",1
NIR15286,7,January,2023,07-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Maine Soroa,Maine Soroa,Gremari,13.1425,12.1679,1,Undisclosed Source,Local partner-Other,"On 7 January 2023, overnight Boko Haram militants (presumably ISWAP) abducted two persons in the village of Gremari (Maine Soroa, Diffa).",1
NIR15296,7,January,2023,07-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tahoua,Abalak,Abalak,Abalak,15.4638,6.2865,2,Undisclosed Source,Local partner-Other,"Looting: On 7 January 2023, an unidentified armed group aboard motorcycles intercepted a vehicle and seized cash, cell phones, and various from the occupants near the Tuareg camp of Macharo, about 27km south of Abalak (Abalak, Tahoua) on the road to Dakoro (Dakoro, Maradi).",1
NIR15281,6,January,2023,06-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tahoua,Tillia,Tillia,Inkotayan,16.2892,4.3188,2,Undisclosed Source,Local partner-Other,"Looting: On 6 January 2023, presumed IS Sahel militants seized several herds of livestock between Inkotayan and Egareck (Tillia, Tahoua).",1
NIR15297,6,January,2023,06-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Zinder,Mirriah,Mirriah,Zinder,13.65,9.1833,2,Undisclosed Source,Local partner-Other,"Looting: On 6 January 2023, an unidentified armed group intercepted a transport vehicle and seized cash and cell phones from the occupants about 30km from Zinder (Mirriah, Zinder). Two assailants were arrested.",1
NIR15291,6,January,2023,06-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (West Africa),2,Civilians (Niger),7,27,,Western Africa,Niger,Diffa,Maine Soroa,Maine Soroa,Ari Djoulari,13.144,12.2383,2,Undisclosed Source,Local partner-Other,"Looting: On 6 January 2023, Boko Haram militants (presumably ISWAP) extorted 'zakat' taxes on livestock in villages surrounding Ari Djoulari (Maine Soroa, Diffa).",1
NIR15288,5,January,2023,05-01-2023,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Chetimari,Chetimari,13.1853,12.4239,1,Facebook,New media,"On 5 January 2023, Boko Haram militants (presumably ISWAP) shot and killed a man working as a driver in the town of Chetimari (Diffa, Diffa).",1
NIR15293,5,January,2023,05-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,2,Undisclosed Source,Local partner-Other,"Looting: On 5 January 2023, two unidentified armed men aboard a motorcycle intercepted a vehicle and stripped the occupants of their belongings between Agadez (Tchirozerine, Agadez) and Tezaghant.",1
NIR15294,3,January,2023,03-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Tchirozerine,Agadez,Agadez,16.97,7.99,2,Undisclosed Source,Local partner-Other,"Looting: On 3 January 2023, an unidentified armed group aboard intercepted two vehicles and seized cash, cell phones, personal documents, and bed clothing from the occupants on the road between Agadez (Tchirozerine, Agadez) and Tahoua (Tahoua, Tahoua).",1
NIR15295,3,January,2023,03-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Tchirozerine,Tchirozerine,Tchirozerine,17.2661,7.8328,2,Undisclosed Source,Local partner-Other,"Looting: On 3 January 2023, two unidentified armed men intercepted a motorcyclist and seized his motorcycle in the Tounga quarter in the town of Tchirozerine (Tchirozerine, Agadez).",1
NIR15278,2,January,2023,02-01-2023,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Dosso,Dogondoutchi,Dogonkiria,Maymakaine,14.2647,4.3717,1,Undisclosed Source,Local partner-Other,"On 2 January 2023, an unidentified armed group assaulted a resident and seized his motorcycle in the village of Maymakaine (Dogondoutchi, Dosso).",1
NIR15279,2,January,2023,02-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tahoua,Tillia,Tillia,Chinchinanane,16.105,5.3447,2,Undisclosed Source,Local partner-Other,"Looting: On 2 January 2023, an unidentified armed group intercepted a vehicle and seized a large sum of cash from the occupants near the village of Chinchinanane (Tillia, Tahoua).",1
NIR15280,2,January,2023,02-01-2023,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Ayorou,14.7326,0.9109,1,Undisclosed Source; Urgence Tillabery,Local partner-Other,"On 2 January 2023, an unidentified armed group attacked the domicile of the Ayorou canton chief in the town of Ayorou (Ayerou, Tillaberi). National guards intervened, forcing the assailants to flee. No clash or casualties were reported.",1
NIR15275,1,January,2023,01-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Ingall,Ingall,Agatarak,17.81,7.6115,2,Undisclosed Source,Local partner-Other,"Looting: On 1 January 2023, an unidentified armed group aboard motorcycles intercepted a transport vehicle and stripped the passengers of their belongings near Agatarak (Ingall, Agadez).",1
NIR15276,1,January,2023,01-01-2023,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Chad),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Arlit,Gougaram,Touaret,20.2213,7.1491,1,Undisclosed Source,Local partner-Other,"Looting: On 1 January 2023, an unidentified armed group (believed to be Chadian) aboard about ten vehicles seized a vehicle and slaughtered a camel in Touaret (Arlit, Agadez).",1
NIR15277,1,January,2023,01-01-2023,0,Political violence,Violence against civilians,Abduction/forced disappearance,JNIM: Group for Support of Islam and Muslims,2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Say,Tamou,Tamou,12.7555,2.1769,2,Undisclosed Source,Local partner-Other,"On 1 January 2023, presumed JNIM militants intercepted two timber trucks and a civilian vehicle about 9km from Tamou (Say, Tillaberi). The two timber trucks were burned and the occupants abducted.",1
NIR15273,31,December,2022,31-12-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Maradi,Madarounfa,Dan-Issa,Takassaba,13.201,7.5762,1,Undisclosed Source,Local partner-Other,"Looting: On 31 December 2022, an unidentified armed group seized a hundred sheep at the Tuareg camp of Takassaba (Madarounfa, Maradi).",1
NIR15272,31,December,2022,31-12-2022,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Niger),3,Military Forces of Niger (2021-2023),1,13,,Western Africa,Niger,Agadez,Bilma,Dirkou,Dirkou,18.98,12.85,2,Air Info; Undisclosed Source,Local partner-Other,"On 31 December 2022, an unidentified armed group attacked a vehicle carrying a driver and a soldier (assumed off-duty) on the road between Dirkou (Bilma, Agadez) and Agadez (Tchirozerine, Agadez). The driver was killed, the soldier wounded and his service weapon seized. Another driver was wounded in an attack against a transport vehicle on the same road.",1
NIR15274,31,December,2022,31-12-2022,0,Strategic developments,Strategic developments,Other,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Tera,Diagourou,Bangare,13.7839,0.6239,2,Undisclosed Source,Local partner-Other,"Non-violent activity: On 31 December 2022, presumed IS Sahel militants prevented unveiled women travelling to the market access on the rural trails around Bangare (Tera, Tillaberi).",1
NIR15269,30,December,2022,30-12-2022,0,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Bankilare,Bankilare,Amarsingue,14.3517,0.3322,2,Undisclosed Source,Local partner-Other,"On 30 December 2022, presumed IS Sahel militants intercepted two transport trucks, shot and wounded a person, and seized livestock about 8km west of Amarsingue (Bankilare, Tillaberi).",1
NIR15258,30,December,2022,30-12-2022,0,Political violence,Battles,Armed clash,Islamic State (Sahel),2,Military Forces of France (2017-),8,28,,Western Africa,Niger,Tillaberi,Ouallam,Ouallam,Ouallam,14.3188,2.0866,2,Undisclosed Source,Local partner-Other,"On 30 December 2022, IS Sahel militants engaged a French military helicopter in combat in the area of Ouallam (Ouallam, Tillaberi). The helicopter door gunner was lightly wounded and the aircraft damaged. The helicopter managed to conduct an emergency landing in a safe area.",1
NIR15259,30,December,2022,30-12-2022,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),2,Civilians (Niger),7,27,Civilian targeting,Western Africa,Niger,Tillaberi,Abala,Sanam,Tsadare,14.5615,4.0784,1,Urgence Tillabery,New media,"On 30 December 2022, suspected IS Sahel militants killed the village chief in the village of Tsadare (Abala, Tillaberi).",1
NIR15271,30,December,2022,30-12-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Tillaberi,Ayerou,Ayerou,Tabareybarey,14.7782,0.9507,2,Undisclosed Source,Local partner-Other,"Looting: On 30 December 2022, an unidentified armed group seized 27 heads of livestock on pastoral lands near Tabareybarey (Ayerou, Tillaberi).",1
NIR15270,30,December,2022,30-12-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Tera,Kokorou,Koulam Eguef,14.341,0.7183,1,Undisclosed Source,Local partner-Other,"Looting: On 30 December 2022, presumed IS Sahel militants seized about sixty heads of livestock in the Tuareg hamlet of Koulam Eguef (Tera, Tillaberi).",1
NIR15266,29,December,2022,29-12-2022,0,Strategic developments,Strategic developments,Other,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tahoua,Tillia,Tillia,Bakorat,16.0258,4.3572,2,Undisclosed Source,Local partner-Other,"Non-violent activity: On 29 December 2022, presumed IS Sahel militants ran checkpoints and intercepted vehicles and searched for Malian nationals between Bakorat and Akazarar (Tillia, Tahoua).",1
NIR15257,29,December,2022,29-12-2022,1,Political violence,Violence against civilians,Attack,Police Forces of Niger (2021-2023),1,Civilians (Niger),7,17,Civilian targeting,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,1,Facebook; Jeunesse Diffa,New media,"On 29 December 2022, policemen shot and killed an unarmed male civilian in the Carre quarter in the town of Diffa (Diffa, Diffa). The killing came after the policemen were intervening during a dispute, although one of the persons involved had already fled the scene.",1
NIR15268,29,December,2022,29-12-2022,0,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,2,Military Forces of Niger (2021-2023),1,12,,Western Africa,Niger,Tillaberi,Torodi,Makalondi,Niakatire,12.936,1.8035,2,Forces Armees Nigeriennes; Undisclosed Source,Local partner-Other,"On 29 December 2022, a military vehicle hit an IED likely planted by JNIM militants between Niakatire and Fayra (Torodi, Tillaberi). Four soldiers were lightly wounded and the vehicle damaged.",1
NIR15267,29,December,2022,29-12-2022,0,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,Civilian targeting,Western Africa,Niger,Tahoua,Abalak,Akoubounou,Taritarkan,15.2641,5.8952,2,Undisclosed Source,Local partner-Other,"On 29 December 2022, an unidentified armed group fired gunshots at the vehicle of the Abalak mayor between Taritarkan and Igadou (Abalak, Tahoua). The vehicle escaped and was subsequently escorted by the National Guard to Abalak. There were no casualties.",1
NIR15261,28,December,2022,28-12-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Niger),3,Civilians (Niger),7,37,,Western Africa,Niger,Agadez,Aderbissinat,Aderbissinat,Tiguidit,16.5167,7.9214,2,Undisclosed Source,Local partner-Other,"Looting: On 28 December 2022, an unidentified armed group intercepted a motorcyclist and seized his motorcycle and cell phone between Tiguidit (Aderbissinat, Agadez) and Agadez (Tchirozerine, Agadez).",1
NIR15264,28,December,2022,28-12-2022,0,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),2,Civilians (Niger),7,27,,Western Africa,Niger,Tillaberi,Tillaberi,Anzourou,Doukou Guinde,14.4351,1.2788,2,Undisclosed Source,Local partner-Other,"Looting: On 28 December 2022, presumed IS Sahel militants seized livestock in the village of 'Fada' (possibly Fala or Fatazamni), near Doukou Guinde, Anzourou Commune (Tillaberi, Tillaberi).",1
